Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient,Specific Location
2006,9,California,Other - Bacterium,,Suspected,Other,6,0.0,0.0,milk/cream,,
2006,12,Illinois,Norovirus Genogroup I,,Suspected,Restaurant,22,0.0,0.0,"corned beef, unspecified",,other or unknown type
2006,12,Michigan,,,,Restaurant,2,1.0,0.0,,,other or unknown type
2006,12,Pennsylvania,Norovirus unknown,,Confirmed,Restaurant,47,0.0,0.0,,,other or unknown type; Banquet Facility (food prepared and served on-site)
2006,7,Maine,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private,5,2.0,0.0,macaroni,,home/residence
2006,12,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant,2,0.0,0.0,,,other or unknown type
2006,12,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant,3,0.0,0.0,,,other or unknown type
2006,12,California,Norovirus unknown,,Suspected,Other,15,0.0,0.0,"beverage with ice, unspecified",,
2006,11,California,Norovirus Genogroup II,unknown,Confirmed,Other,11,0.0,0.0,"cake, cheese",,
2007,1,New York,Norovirus Genogroup I,,Confirmed,Banquet,28,0.0,0.0,pasta salad,pasta,Facility (food prepared and served on-site)
2006,12,Kentucky,,,,Caterer,5,2.0,0.0,,,(food prepared off-site from where served)
2006,12,California,Norovirus unknown,,Suspected,Caterer,20,0.0,0.0,,,(food prepared off-site from where served)
2006,8,California,Salmonella unknown,,Suspected,Private,20,,0.0,,,home/residence; Other
2006,12,Florida,Staphylococcus aureus,,Suspected,Restaurant,2,,,"fish, codfish",,other or unknown type
2006,12,Florida,Bacillus cereus,,Suspected,Restaurant,2,,,"taco, beef; pizza, meat and vegetable",,other or unknown type
2006,10,Colorado,Norovirus Genogroup I,,Confirmed,Restaurant,36,0.0,0.0,,,other or unknown type; Banquet Facility (food prepared and served on-site); Other
2006,11,Kansas,,,,Restaurant,5,0.0,0.0,,,other or unknown type
2006,12,Oregon,Norovirus unknown,,Confirmed,Other,8,0.0,0.0,,,
2006,12,Oregon,Norovirus unknown,,Suspected,Restaurant,3,0.0,0.0,,,other or unknown type
2007,1,Oregon,Norovirus unknown,,Confirmed,Restaurant,17,0.0,0.0,,,other or unknown type
2006,11,Colorado,Norovirus Genogroup I,,Suspected,Restaurant,4,0.0,0.0,,,other or unknown type
2006,12,Colorado,Norovirus Genogroup I,,Confirmed,Banquet,56,1.0,0.0,,,Facility (food prepared and served on-site)
2006,11,Colorado,Norovirus Genogroup I,,Suspected,Restaurant,10,0.0,0.0,"sandwich, deli",,other or unknown type
2006,12,California,Norovirus Genogroup II,unknown,Confirmed,Restaurant,27,0.0,0.0,,,other or unknown type
2006,12,Oklahoma,Clostridium perfringens,,Confirmed,Grocery,53,0.0,0.0,"turkey, smoked",,store
2006,11,Connecticut,Salmonella enterica,Enteritidis,Confirmed,Unknown,7,,,,,
2006,3,California,,,,Restaurant,5,0.0,0.0,,,other or unknown type
2006,12,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant,10,0.0,0.0,"chicken, curry",,other or unknown type
2006,11,Florida,Norovirus Genogroup II,unknown,Confirmed,Private,21,,,,,home/residence
2006,12,Florida,,,,Restaurant,2,,,"soup, clam chowder",,other or unknown type
2007,1,Illinois,Norovirus unknown,,Suspected,Restaurant,7,0.0,0.0,,,other or unknown type
2007,1,Illinois,Clostridium perfringens,,Confirmed,Private,23,1.0,0.0,"stew/chili, unspecified",,home/residence
2006,12,Florida,,,,Restaurant,7,,,"ethnic style, buffet",,other or unknown type
2006,12,Kansas,,,,Restaurant,5,0.0,0.0,,,other or unknown type
2006,11,Kansas,Salmonella enterica,Agona,Suspected,Restaurant,9,1.0,0.0,,,other or unknown type
2006,12,Kansas,,,,Restaurant,2,1.0,0.0,,,other or unknown type
2006,12,Kansas,,,,Restaurant,2,0.0,0.0,,,other or unknown type
2006,11,Maryland,,,,Caterer,41,0.0,0.0,"stuffing, unspecified",,(food prepared off-site from where served)
2006,12,Ohio,,,,Private,20,,,,,home/residence
2006,12,Ohio,,,,Restaurant,5,0.0,0.0,,,other or unknown type
2006,12,Ohio,Norovirus Genogroup I,,Confirmed,Restaurant,6,1.0,0.0,,,other or unknown type
2006,12,Ohio,Norovirus Genogroup I,,Confirmed,Banquet,12,0.0,0.0,,,Facility (food prepared and served on-site); Caterer (food prepared off-site from where served)
2006,12,Ohio,,,,Restaurant,4,0.0,0.0,,,other or unknown type
2006,12,Ohio,Norovirus Genogroup I,,Confirmed,Restaurant,6,0.0,0.0,milkshake,,other or unknown type
2006,12,Ohio,Norovirus Genogroup I,,Suspected,Restaurant,2,,,,,other or unknown type
2006,12,Ohio,,,,Restaurant,7,,,,,other or unknown type
2006,12,Ohio,Norovirus Genogroup I,,Suspected,Restaurant,6,0.0,0.0,,,other or unknown type
2007,1,Ohio,,,,Restaurant,2,0.0,0.0,,,other or unknown type
2007,1,Ohio,Norovirus Genogroup II,unknown,Confirmed,Restaurant,15,0.0,0.0,,,other or unknown type; Banquet Facility (food prepared and served on-site)
2006,12,Ohio,Salmonella enterica,Agona,Suspected,Private,2,1.0,0.0,,,home/residence
2006,12,New York,Clostridium perfringens,,Confirmed,Private,12,0.0,0.0,"beef, chili",ground beef,home/residence
2006,12,New York,Norovirus Genogroup I,,Confirmed,Restaurant,5,0.0,0.0,"ground beef, hamburger",bread,other or unknown type
2007,1,Illinois,,,,Restaurant,6,1.0,0.0,,,other or unknown type
2007,1,Tennessee,Norovirus Genogroup I,unknown,Confirmed,Restaurant,4,0.0,0.0,,,other or unknown type
2006,11,Maryland,Norovirus Genogroup I,unknown,Confirmed,Banquet,10,0.0,0.0,,,Facility (food prepared and served on-site); Grocery store
2006,12,Maryland,Norovirus unknown,,Suspected,Restaurant,7,0.0,0.0,,,other or unknown type
2006,12,Maryland,,,,Restaurant,4,0.0,0.0,,,other or unknown type
2006,5,Florida,,,,Restaurant,2,,,"ribs, pork; pizza, unspecified",,other or unknown type
2007,1,Connecticut,Norovirus Genogroup II,unknown,Confirmed,Restaurant,11,0.0,0.0,"quiche; whole milk, pasteurized",,other or unknown type
2006,12,Utah,Salmonella enterica,Typhimurium,Confirmed,Restaurant,7,,0.0,speciality salads unspecified,,other or unknown type
2006,9,Illinois,,,,Restaurant,13,0.0,0.0,,,other or unknown type
2007,1,Ohio,,,,Restaurant,4,0.0,0.0,"pizza, meat and vegetable",,other or unknown type
2006,12,Ohio,,,,Private,8,,,,,home/residence
2007,1,Ohio,,,,Restaurant,2,0.0,0.0,,,other or unknown type
2006,3,Illinois,,,,Restaurant,3,0.0,0.0,,,other or unknown type
2006,12,Colorado,,,,Banquet,20,0.0,0.0,,,Facility (food prepared and served on-site)
2006,12,Colorado,,,,Restaurant,5,0.0,0.0,,,other or unknown type
2006,12,Colorado,Norovirus unknown,,Suspected,Other,7,0.0,0.0,chocolate torte,,
2006,7,Illinois,,,,Restaurant,3,0.0,0.0,,,other or unknown type
2006,12,Wyoming,Norovirus Genogroup II,unknown,Suspected,Restaurant,18,0.0,0.0,"coleslaw; alcohol; cake, cheese; mixed fruit; soup, turkey",,other or unknown type; Banquet Facility (food prepared and served on-site); Office/indoor workplace
2006,11,Florida,Staphylococcus aureus,,Suspected,Restaurant,2,1.0,0.0,"ribs, pork",,other or unknown type
2006,9,Wyoming,Norovirus Genogroup II,unknown,Confirmed,Caterer,30,,,,,(food prepared off-site from where served); Other
2006,11,Florida,Bacillus cereus,,Suspected,Restaurant,4,0.0,0.0,"rice, spanish",,other or unknown type
2006,12,Wyoming,Norovirus Genogroup II,unknown,Suspected,Banquet,50,1.0,,,,Facility (food prepared and served on-site); Caterer (food prepared off-site from where served); Other
2006,11,Maryland,Norovirus Genogroup II,unknown,Confirmed,Restaurant,20,4.0,0.0,"cake, unspecified",,other or unknown type
2006,12,Maryland,,,,Restaurant,4,0.0,0.0,"rice, unspecified",,other or unknown type
2006,12,Maryland,Norovirus Genogroup II,unknown,Confirmed,Restaurant,4,1.0,0.0,house salad,,other or unknown type
2006,9,California,Norovirus unknown,,Suspected,Restaurant,12,0.0,0.0,,,other or unknown type; Private home/residence
2006,7,California,Norovirus unknown,,Suspected,Restaurant,15,,,,,other or unknown type
2006,4,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant,5,0.0,0.0,,,other or unknown type
2006,4,California,Norovirus unknown,,Confirmed,Banquet,22,0.0,0.0,,,Facility (food prepared and served on-site)
2006,9,California,Norovirus unknown,,Confirmed,Other,26,0.0,0.0,cobb salad; cobb dressing,,
2006,8,California,Norovirus Genogroup I,,Confirmed,School/college/university,12,0.0,0.0,,,
2006,11,Maine,Norovirus Genogroup II,unknown,Confirmed,Unknown,18,3.0,,,,
2006,6,Maryland,Norovirus Genogroup II,unknown,Confirmed,Restaurant,9,0.0,0.0,"ribs, pork",,other or unknown type
2006,11,Maine,Norovirus Genogroup II,unknown,Suspected,Unknown,8,0.0,,,,
2006,9,Maine,Salmonella enterica,Typhimurium,Confirmed,,8,1.0,0.0,tomato (see fruit),,
2007,1,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant,13,0.0,0.0,,,other or unknown type; Caterer (food prepared off-site from where served)
2006,10,Maine,,,,,106,,,,,
2006,5,Maine,,,,Unknown,14,,,,,
2006,12,Maine,,,,,8,4.0,0.0,,,
2006,11,Maine,,,,,9,,,,,
2006,12,Florida,Norovirus Genogroup II,unknown,Confirmed,Restaurant,42,,,,,other or unknown type
2006,12,Maine,,,,,25,,,,,
2006,11,Maine,,,,,34,,,,,
2006,9,Maine,,,,Restaurant,17,,,,,other or unknown type; Other
2006,5,California,Norovirus unknown,,Suspected,Restaurant,7,,,,,other or unknown type
2006,8,California,Salmonella enterica,Agona,Confirmed,Private,40,0.0,0.0,chicken,chicken,home/residence
2006,12,Maine,Norovirus Genogroup I,,Confirmed,,48,,,,,
2006,12,Maine,Norovirus Genogroup I,,Suspected,,42,,,,,
2006,10,Maryland,,,,Caterer,26,1.0,0.0,"pork, other",,(food prepared off-site from where served)
2006,12,Maryland,Norovirus Genogroup II,unknown,Confirmed,Restaurant,13,0.0,0.0,,,other or unknown type; Grocery store
2006,10,Arizona,,,,Restaurant,10,0.0,0.0,"beef, other",,other or unknown type
2007,1,Connecticut,Norovirus Genogroup II,unknown,Confirmed,Restaurant,30,0.0,0.0,"pizza, unspecified",,other or unknown type
2006,12,Florida,Norovirus Genogroup I,unknown,Suspected,Restaurant,10,1.0,0.0,,,other or unknown type; Grocery store
2006,11,Colorado,Norovirus unknown,,Confirmed,Restaurant,12,0.0,0.0,,,other or unknown type; Private home/residence
2006,11,California,Norovirus Genogroup II,unknown,Confirmed,Restaurant,19,0.0,0.0,,,other or unknown type
2006,10,California,Norovirus unknown,,Suspected,Private,15,0.0,0.0,"bbq, unspecified",,home/residence
2006,12,Washington,,,,Restaurant,2,0.0,0.0,,,other or unknown type
2007,1,Illinois,Norovirus Genogroup I,,Confirmed,Restaurant,3,0.0,0.0,,,other or unknown type
2006,10,Washington,,,,Restaurant,4,1.0,0.0,,,other or unknown type
2006,10,Washington,Norovirus Genogroup I,,Confirmed,Restaurant,10,0.0,0.0,"oysters, raw",,other or unknown type
2006,11,Washington,Norovirus Genogroup I,,Suspected,Other,4,0.0,0.0,"oysters, raw",,
2006,12,Washington,,,,Restaurant,3,0.0,0.0,,,other or unknown type
2006,11,Washington,Norovirus Genogroup I,,Confirmed,Restaurant,25,0.0,0.0,desserts,,other or unknown type
2006,12,Washington,Norovirus Genogroup I,,Suspected,Caterer,17,,,,,(food prepared off-site from where served)
2006,12,Washington,Norovirus Genogroup I,,Suspected,Restaurant,46,0.0,0.0,mixed fruit,,other or unknown type
2006,12,Washington,Norovirus Genogroup I,,Suspected,,4,0.0,0.0,"oysters, raw",,
2006,7,Maine,Cryptosporidium parvum,,Suspected,,2,,,,,
2006,5,Maine,Cryptosporidium parvum,,Confirmed,,14,1.0,0.0,,,
2006,6,Texas,,,,Child,16,1.0,0.0,salads,,day care
2006,12,Washington,Norovirus Genogroup I,,Suspected,Private,8,0.0,,,,home/residence
2007,1,Washington,Bacillus cereus,,Suspected,Restaurant,8,0.0,0.0,"fried rice, unspecified",,other or unknown type
2007,1,Washington,Salmonella enterica,,Suspected,Restaurant,5,0.0,0.0,,,other or unknown type
2007,1,Washington,Norovirus Genogroup I,,Suspected,Restaurant,6,0.0,0.0,,,other or unknown type
2006,3,California,Campylobacter unknown,,Suspected,Unknown,3,0.0,0.0,,,
2006,8,California,Other - Chemical/Toxin,,Suspected,Restaurant,4,0.0,0.0,french fries,,other or unknown type
2006,6,California,"Escherichia coli, Enteropathogenic",unknown,Suspected,Restaurant,2,0.0,0.0,,,other or unknown type
2006,11,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant,3,0.0,0.0,mutiple mexican foods,chicken,other or unknown type
2006,10,California,Clostridium perfringens,,Suspected,Restaurant,81,0.0,0.0,"pork, carnitas",pork,other or unknown type
2006,11,California,Norovirus unknown,,Suspected,Restaurant,3,0.0,0.0,mutiple mexican foods,chicken,other or unknown type
2006,12,California,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,Restaurant,9,0.0,0.0,mutiple mexican foods,,other or unknown type
2006,9,California,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Other,6,3.0,0.0,raw milk; raw colostrum,,
2007,1,Tennessee,Norovirus Genogroup II,unknown,Confirmed,Restaurant,4,0.0,0.0,,,other or unknown type
2007,1,California,Mycotoxins,,Suspected,Private,6,6.0,1.0,"taco, unspecified",fungus,home/residence
2006,12,Maine,Norovirus Genogroup I,,Confirmed,Long-term,10,,,,,care/nursing home/assisted living facility
2006,12,New Hampshire,Norovirus Genogroup II,unknown,Confirmed,Restaurant,17,0.0,0.0,,,other or unknown type; Private home/residence; Grocery store; Other
2006,8,Washington,,,,Restaurant,4,0.0,0.0,,,other or unknown type
2006,12,Washington,Norovirus Genogroup I,,Suspected,Restaurant,10,0.0,0.0,"salad, unspecified",,other or unknown type
2007,1,Missouri,Bacillus cereus,,Suspected,Restaurant,6,0.0,0.0,rice,,other or unknown type
2007,1,North Carolina,Norovirus unknown,,Confirmed,Restaurant,15,0.0,0.0,"chicken, nuggets/fingers",,other or unknown type
2007,1,Oregon,Clostridium perfringens,,Suspected,Prison/jail,132,0.0,0.0,"spaghetti, unspecified",chicken,
2007,1,Oregon,Norovirus unknown,,Confirmed,Restaurant,6,0.0,0.0,,,other or unknown type
2007,1,Maryland,,,,Restaurant,10,0.0,0.0,,,other or unknown type
2006,12,Florida,Bacillus cereus,,Confirmed,Private,10,0.0,0.0,"crab, cooked; rice, white; spinach, cooked",,home/residence
2006,12,California,Norovirus unknown,,Suspected,Restaurant,4,0.0,0.0,shrimp and artichoke dip,,other or unknown type
2006,10,California,Other - Bacterium,,Suspected,Restaurant,3,0.0,0.0,unknown seafood,,other or unknown type
2006,6,California,Norovirus unknown,,Confirmed,Restaurant,21,0.0,0.0,"chips, tortilla; chicken dishes, unspecified",,other or unknown type
2006,12,Missouri,,,,Restaurant,14,0.0,0.0,,,other or unknown type
2003,1,Multistate,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant,20,3.0,0.0,alfalfa sprouts,,"other or unknown type; Caterer (food prepared off-site from where served); Fair, festival, other temp or mobile services; Other"
2006,11,Idaho,Norovirus Genogroup I,,Confirmed,Restaurant,16,,,"french fries; sandwich, beef; sandwich, turkey",bread; bread,other or unknown type
2006,11,Arizona,Norovirus Genogroup I,unknown,Suspected,Restaurant,4,0.0,0.0,,,other or unknown type
2006,4,Massachusetts,Norovirus Genogroup I,,Confirmed,Restaurant,7,1.0,0.0,,,other or unknown type
2006,3,Pennsylvania,Campylobacter jejuni,,Confirmed,Unknown,2,0.0,0.0,,,
2006,2,Massachusetts,,,,Other,20,0.0,0.0,,,
2006,1,Pennsylvania,Cryptosporidium parvum,,Confirmed,Unknown,2,1.0,0.0,,,
2006,4,Pennsylvania,Salmonella enterica,Typhimurium,Confirmed,Unknown,2,2.0,0.0,,,
2006,8,Pennsylvania,Salmonella enterica,Typhimurium,Confirmed,Unknown,2,0.0,0.0,,,
2006,12,Louisiana,Clostridium perfringens,,Confirmed,Banquet,24,0.0,0.0,"seafood pasta; roast beef, other; rice dishes",,Facility (food prepared and served on-site)
2006,12,Louisiana,Scombroid toxin,,Confirmed,Office/indoor,6,1.0,0.0,"tuna, unspecified",,workplace
2006,12,Oregon,Norovirus unknown,,Suspected,Restaurant,3,1.0,0.0,,,other or unknown type
2006,12,Oregon,Norovirus unknown,,Suspected,Unknown,5,0.0,0.0,,,
2006,12,Oregon,Plant/Herbal toxins,,Confirmed,Unknown,15,1.0,0.0,"cookies, unspecified",,
2006,12,Oregon,Norovirus unknown,,Suspected,Caterer,16,1.0,0.0,tuna salad,,(food prepared off-site from where served)
2007,1,Oregon,Norovirus unknown,,Confirmed,Religious,16,0.0,0.0,,,facility
2007,1,Oregon,Norovirus unknown,,Suspected,Restaurant,13,0.0,0.0,,,other or unknown type
2007,1,Oregon,Norovirus unknown,,Confirmed,Restaurant,52,1.0,0.0,,,other or unknown type
2007,1,Oregon,Norovirus unknown,,Confirmed,Restaurant,7,0.0,0.0,,,other or unknown type
2007,1,Tennessee,Salmonella enterica,Heidelberg,Confirmed,Restaurant,16,4.0,0.0,"bbq, unspecified; coleslaw",,other or unknown type
2005,11,Massachusetts,Salmonella enterica,Braenderup,Confirmed,Restaurant,2,0.0,0.0,mung bean sprouts,,other or unknown type; Private home/residence
2007,1,Illinois,,,,Restaurant,3,0.0,0.0,,,other or unknown type
2006,6,California,Norovirus unknown,,Suspected,Restaurant,57,0.0,0.0,potato salad,root (eg. potato),other or unknown type
2006,2,California,Norovirus unknown,,Suspected,Restaurant,5,0.0,0.0,"salad, unspecified",,other or unknown type
2007,1,Florida,,,,Restaurant,33,0.0,0.0,"chicken, roasted",,other or unknown type
2006,2,California,,,,Grocery,5,0.0,0.0,,,store
2006,5,California,Other - Bacterium,,Suspected,Restaurant,6,0.0,0.0,,,other or unknown type
2006,4,California,Norovirus unknown,,Suspected,Restaurant,11,0.0,0.0,,,other or unknown type
2006,6,California,Salmonella enterica,Typhimurium,Confirmed,Restaurant,5,0.0,0.0,,,other or unknown type
2006,12,New York,Norovirus Genogroup I,,Suspected,Restaurant,8,0.0,0.0,,,other or unknown type
2007,1,New York,,,,Restaurant,3,0.0,0.0,,,other or unknown type
2006,11,California,Norovirus unknown,,Confirmed,Restaurant,8,0.0,0.0,"salad, unspecified",,other or unknown type
2006,1,California,Norovirus Genogroup I,,Suspected,Restaurant,9,,0.0,,,other or unknown type
2006,2,California,Norovirus Genogroup I,,Suspected,,10,,,,,
2006,5,California,Norovirus Genogroup I,,Suspected,Restaurant,6,,,,,other or unknown type
2006,9,California,Norovirus unknown,,Suspected,Other,6,0.0,0.0,cake,,
2006,12,South Carolina,Norovirus Genogroup II,unknown,Confirmed,Banquet,55,0.0,0.0,,,Facility (food prepared and served on-site)
2007,1,South Carolina,Clostridium perfringens,,Confirmed,Restaurant,4,0.0,0.0,chicken salad,,other or unknown type
2006,8,Michigan,Norovirus Genogroup II,unknown,Confirmed,Restaurant,22,0.0,0.0,,,other or unknown type
2006,10,Michigan,,,,Restaurant,26,0.0,0.0,"beans, baked",,other or unknown type; Caterer (food prepared off-site from where served)
2006,11,California,Clostridium perfringens,,Confirmed,Restaurant,7,0.0,0.0,"ground beef, meatballs",beef,other or unknown type
2006,12,California,Norovirus unknown,,Suspected,Religious,8,0.0,0.0,tuna salad,,facility
2006,3,California,Norovirus Genogroup I,,Suspected,Restaurant,6,0.0,0.0,,,other or unknown type
2006,11,Michigan,,,,Restaurant,4,0.0,0.0,,,other or unknown type
2006,9,California,Norovirus unknown,,Suspected,Restaurant,4,0.0,0.0,,,other or unknown type
2006,11,Michigan,,,,Caterer,44,0.0,0.0,"turkey, baked",,(food prepared off-site from where served)
2006,3,California,Norovirus Genogroup I,,Suspected,Caterer,7,0.0,0.0,,,(food prepared off-site from where served)
2006,4,California,Norovirus Genogroup I,,Suspected,Restaurant,5,0.0,0.0,,,other or unknown type
2006,1,Kansas,,,,Restaurant,2,0.0,0.0,,,other or unknown type
2006,11,Michigan,,,,Caterer,39,0.0,0.0,,,(food prepared off-site from where served)
2006,7,California,Vibrio parahaemolyticus,,Confirmed,Restaurant,10,1.0,0.0,"oysters, raw","oysters, raw",other or unknown type
2006,12,Kansas,Norovirus unknown,,Confirmed,Restaurant,7,0.0,0.0,,,other or unknown type
2006,8,Oregon,Salmonella enterica,Typhimurium,Confirmed,,5,2.0,0.0,,,
2006,5,Wisconsin,Campylobacter jejuni,,Confirmed,Private,58,2.0,0.0,"homemade cheese, unpasteurized",,home/residence
2007,1,California,Norovirus Genogroup II,unknown,Confirmed,Restaurant,125,1.0,0.0,,,other or unknown type; Caterer (food prepared off-site from where served)
2007,1,California,,,,Restaurant,7,0.0,0.0,"avocado, unspecified","fruit, unspecified",other or unknown type
2006,12,California,Norovirus unknown,,Suspected,,125,1.0,0.0,"salsa, unspecified",,
2006,11,California,Norovirus Genogroup I,,Confirmed,Banquet,113,2.0,0.0,,,Facility (food prepared and served on-site)
2006,12,Wisconsin,Campylobacter jejuni,,Confirmed,Banquet,23,0.0,0.0,"ham, unspecified; beef, other",,Facility (food prepared and served on-site)
2006,12,Michigan,,,,Restaurant,12,0.0,0.0,,,other or unknown type
2006,10,Massachusetts,Norovirus unknown,,Confirmed,Camp,49,1.0,0.0,,,
2006,12,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Restaurant,5,0.0,0.0,,,other or unknown type; Private home/residence
2006,12,Colorado,,,,Restaurant,19,1.0,0.0,,,other or unknown type
2007,1,New York,,,,Restaurant,6,0.0,0.0,,,other or unknown type
2006,11,Pennsylvania,Norovirus Genogroup I,,Confirmed,Banquet,56,,0.0,potato salad,root (eg. potato); sauces/ dressings,Facility (food prepared and served on-site); Other
2006,11,Pennsylvania,Norovirus Genogroup I,,Confirmed,Restaurant,15,,0.0,,,other or unknown type
2007,1,Minnesota,Clostridium perfringens,,Confirmed,Restaurant,11,0.0,0.0,"steak, prime rib",,other or unknown type
2007,1,Minnesota,Norovirus Genogroup I,,Suspected,Caterer,8,0.0,0.0,"sandwich, submarine",,(food prepared off-site from where served)
2006,5,Massachusetts,Norovirus unknown,,Confirmed,Restaurant,19,0.0,0.0,,,other or unknown type
2006,8,Pennsylvania,Salmonella enterica,Stanley,Confirmed,Unknown,12,4.0,0.0,,,
2005,12,Minnesota,Norovirus Genogroup I,,Suspected,Restaurant,3,0.0,0.0,,,other or unknown type
2007,1,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant,10,0.0,0.0,,,other or unknown type
2007,1,Florida,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant,2,2.0,0.0,caesar salad,,other or unknown type
2007,2,Mississippi,Norovirus Genogroup I,,Confirmed,Banquet,40,0.0,0.0,"pasta salad; coleslaw; chicken, grilled",,Facility (food prepared and served on-site)
2006,12,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Other,19,0.0,0.0,"cake, unspecified",,
2006,11,California,,,,Restaurant,14,,,,,"other or unknown type; Private home/residence; Banquet Facility (food prepared and served on-site); Fair, festival, other temp or mobile services; Other"
2006,8,California,Norovirus Genogroup I,,Suspected,Restaurant,44,,,multiple foods,,other or unknown type
2006,11,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant,6,1.0,0.0,,,other or unknown type
2006,10,California,Staphylococcus aureus,,Suspected,Restaurant,2,0.0,0.0,,,other or unknown type
2006,7,California,Norovirus unknown,,Suspected,Restaurant,4,0.0,0.0,,,other or unknown type
2006,9,California,Salmonella enterica,Typhimurium var Cope,Confirmed,Restaurant,3,0.0,0.0,"chicken, unspecified",,other or unknown type
2006,1,California,Other - Bacterium,,Suspected,Restaurant,6,0.0,0.0,,,other or unknown type
2006,1,California,Norovirus Genogroup I,,Suspected,Camp,14,0.0,0.0,,,
2006,2,California,Norovirus unknown,,Confirmed,Restaurant,49,0.0,0.0,"salad, unspecified",,other or unknown type
2007,1,Florida,Bacillus cereus,,Suspected,Restaurant,2,,,"taco, beef",,other or unknown type
2006,12,Maine,,,,,20,,,,,
2006,12,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Private,11,0.0,0.0,,,home/residence
2007,1,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Private,101,0.0,0.0,,,home/residence
2006,12,Wisconsin,Norovirus Genogroup II,unknown,Confirmed,Caterer,66,0.0,0.0,,,(food prepared off-site from where served)
2007,2,Oregon,Norovirus Genogroup II,unknown,Suspected,Restaurant,23,0.0,0.0,,,other or unknown type
2006,8,Maryland,,,,Restaurant,2,0.0,0.0,,,other or unknown type
2007,1,Maryland,,,,Restaurant,3,0.0,0.0,taco dip,,other or unknown type
2006,12,Illinois,,,,Restaurant,7,,,,,other or unknown type; Private home/residence
2006,11,California,Norovirus Genogroup II,unknown,Suspected,Private,16,1.0,0.0,,,home/residence; Banquet Facility (food prepared and served on-site); Other
2006,12,Texas,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Hospital,21,2.0,0.0,,,
2006,12,Illinois,,,,Restaurant,12,1.0,0.0,,,other or unknown type
2006,2,California,Staphylococcus aureus,,Confirmed,Private,38,0.0,0.0,pancit,,home/residence
2006,5,California,,,,Restaurant,14,1.0,0.0,,,other or unknown type
2006,4,California,Norovirus Genogroup II,unknown,Confirmed,,21,,,"beans, unspecified",,
2006,4,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant,11,0.0,0.0,carne asada,,other or unknown type; Grocery store; Other
2006,6,California,Salmonella enterica,Enteritidis,Confirmed,Unknown,16,0.0,0.0,,,
2007,1,California,Norovirus unknown,,Suspected,Restaurant,5,0.0,0.0,,,other or unknown type
2006,4,Hawaii,Scombroid toxin,,Confirmed,Restaurant,2,0.0,0.0,"fish, mahi mahi",,other or unknown type
2007,2,Tennessee,Staphylococcus aureus,,Confirmed,Restaurant,3,1.0,0.0,,,other or unknown type
2007,2,Tennessee,Norovirus Genogroup II,unknown,Confirmed,Restaurant,4,0.0,0.0,,,other or unknown type
2007,1,Kansas,,,,Restaurant,13,0.0,0.0,,,other or unknown type
2006,11,California,Clostridium botulinum,,Confirmed,Private,2,2.0,0.0,fermented tofu,,home/residence
2006,6,California,,,,Caterer,15,1.0,0.0,,,(food prepared off-site from where served)
2006,11,North Carolina,,,,Private,6,,,,,home/residence
2005,4,Alabama,Norovirus Genogroup I,,Confirmed,Restaurant,32,0.0,0.0,,,other or unknown type
2002,1,Multistate,Paralytic shellfish poison,,Suspected,Private,21,6.0,0.0,"fish, puffer unspecified",,home/residence
2006,8,Pennsylvania,Salmonella enterica,Typhimurium,Confirmed,Private,4,0.0,0.0,,,home/residence
2007,2,Mississippi,Norovirus Genogroup I; Norovirus Genogroup I,GI_1; ,Confirmed; Confirmed,Restaurant,27,0.0,0.0,,,other or unknown type
2007,2,Tennessee,Bacillus cereus,,Confirmed,Restaurant,3,0.0,0.0,"fried rice, unspecified",,other or unknown type
2007,1,Colorado,Norovirus unknown,,Suspected,Restaurant,13,0.0,0.0,salad bar; ranch dressing,,other or unknown type
2005,5,Minnesota,Norovirus Genogroup I,,Suspected,Banquet,125,0.0,0.0,"chicken, unspecified; pineapple, unspecified",,Facility (food prepared and served on-site)
2006,12,Florida,Norovirus Genogroup I,unknown,Suspected,Restaurant,43,0.0,0.0,"sandwich, submarine",,other or unknown type
2007,2,Wyoming,Clostridium perfringens,,Confirmed,School/college/university,26,1.0,0.0,"beef, other",,
